model,target_M0_msun,selection_width_dex,z,n_halos,n_positive_mass,median_M0_Msun,median_M_main_over_M0,p16_M_main_over_M0,p84_M_main_over_M0,median_M_msun,p16_M_msun,p84_M_msun
PL_new_SOAP_direct_raw,10000000000.0,0.1,2.3366495611022704,3564,3541,9695012225.972996,0.5639642369598266,0.37831751475832226,0.7195968863652726,5443936432.409354,3621616711.4392266,7347835199.664908
PL_new_SOAP_direct_raw,10000000000.0,0.1,2.670314517212497,3564,3549,9695012225.972996,0.5145089997954341,0.3285028297321457,0.6721753072369075,4948461205.268231,3198676527.826505,6842870639.474624
PL_new_SOAP_direct_raw,10000000000.0,0.1,3.0373459689337468,3564,3551,9695012225.972996,0.4656726918872687,0.2921753925551433,0.6220117906632967,4492641608.58151,2839921985.0834146,6291910601.484369
PL_new_SOAP_direct_raw,10000000000.0,0.1,3.4410805658271224,3564,3551,9695012225.972996,0.4138154335181381,0.2530607117914363,0.5735692680195243,4010565964.668867,2465657603.328492,5833974829.935328
PL_new_SOAP_direct_raw,10000000000.0,0.1,3.885188622409834,3564,3548,9695012225.972996,0.37262010146343527,0.21913339768988718,0.5296394645507977,3611451912.4156556,2155475138.888686,5317703079.716431
PL_new_SOAP_direct_raw,10000000000.0,0.1,4.373707484650818,3564,3553,9695012225.972996,0.3305301895641117,0.19280269177171322,0.48873561099206675,3208687409.0904336,1877983613.6790714,4841090088.756689
PL_new_SOAP_direct_raw,10000000000.0,0.1,4.9110782331159015,3564,3542,9695012225.972996,0.2877236203629592,0.16615987216581585,0.43970028719885385,2815467844.9974766,1591937144.044468,4319155253.046583
PL_new_SOAP_direct_raw,10000000000.0,0.1,5.502186056427491,3564,3540,9695012225.972996,0.24990479475894684,0.13736499327966237,0.38889615680723477,2447795004.334526,1340920689.541561,3853844997.8345327
PL_new_SOAP_direct_raw,10000000000.0,0.1,6.152404662070242,3564,3544,9695012225.972996,0.2114899888698483,0.11360926443605428,0.3404120423647536,2079361921.1022284,1106089918.7505193,3395223343.236855
PL_new_SOAP_direct_raw,10000000000.0,0.1,6.867645128277267,3564,3530,9695012225.972996,0.1753356031791426,0.09360854219245564,0.295047436440761,1725246937.0261087,898174570.3080337,2946624814.62277
PL_new_SOAP_direct_raw,10000000000.0,0.1,7.654409641104996,3564,3537,9695012225.972996,0.14551228716116554,0.0744683693573475,0.25259000359087114,1438031960.5794306,722320488.7082087,2466108928.672409
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.0,1261,1261,29446231013.800106,1.0,1.0,1.0,29446231013.800106,25220071023.695652,34667985270.47623
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.06315937806691885,1261,1234,29446231013.800106,0.9841403565111262,0.9650505714106484,1.0040205042675592,28863744188.364784,24630142237.092247,34225963659.752453
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.16947531587361064,1261,1204,29446231013.800106,0.9562788790047085,0.9107734029613764,0.9956767410628714,27958408719.747585,23568797642.839775,33491784159.233055
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.2864228474609716,1261,1187,29446231013.800106,0.9250534623923589,0.8391009824765481,0.982531594321342,26984181955.042294,22549174826.790928,32371429181.71898
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.4150651322070684,1261,1193,29446231013.800106,0.8937495703060124,0.7807511836953985,0.9664924296156795,26034526220.18753,21425243185.23565,31406688127.844604
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.5565716454277756,1261,1209,29446231013.800106,0.8595709154552719,0.7130276547971789,0.9486854502451215,24964072344.510834,20384112220.338398,30486076318.479847
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.7122288099705543,1261,1222,29446231013.800106,0.8203031034914475,0.6618464954097454,0.9200213267098091,23820028852.903828,19207283987.27259,29484522125.184654
PL_new_SOAP_direct_raw,30000000000.0,0.1,0.8834516909676096,1261,1240,29446231013.800106,0.7806288637473107,0.6063724176141431,0.8848028467094844,22521237271.78911,17750368238.689594,28584495381.136745
PL_new_SOAP_direct_raw,30000000000.0,0.1,1.0717968600643704,1261,1245,29446231013.800106,0.7408143033205381,0.5583599272206262,0.8496328746426415,21303678463.567783,16431484856.56509,26993018880.61207
PL_new_SOAP_direct_raw,30000000000.0,0.1,1.2789765460708074,1261,1248,29446231013.800106,0.6958386344419853,0.5108837936466387,0.813026536923836,20018229213.20217,14920540204.554111,25681479136.414875
PL_new_SOAP_direct_raw,30000000000.0,0.1,1.506874200677888,1261,1255,29446231013.800106,0.6453987742067693,0.4489072018362189,0.7708431470328699,18564878279.16716,13285012926.939322,24090139624.21784
PL_new_SOAP_direct_raw,30000000000.0,0.1,1.7575616207456761,1261,1257,29446231013.800106,0.5996858869802218,0.41496992408157746,0.7269051929337972,17226758966.783047,12023242625.549894,22836942595.344563
PL_new_SOAP_direct_raw,30000000000.0,0.1,2.0333177828202462,1261,1260,29446231013.800106,0.5519227281644092,0.36540157385169253,0.6955475891415883,15961397841.249851,10564568430.0969,21664220146.8818
PL_new_SOAP_direct_raw,30000000000.0,0.1,2.3366495611022704,1261,1258,29446231013.800106,0.49845441008292896,0.32459651919348437,0.6464524211658027,14542357857.315586,9215996043.07622,19983952621.027264
PL_new_SOAP_direct_raw,30000000000.0,0.1,2.670314517212497,1261,1257,29446231013.800106,0.43959501205655216,0.27894436527978295,0.6039606378292711,12858393561.938549,8223910574.066525,18053096453.84407
PL_new_SOAP_direct_raw,30000000000.0,0.1,3.0373459689337468,1261,1258,29446231013.800106,0.3895543182794037,0.23992988366277687,0.554936213776676,11599129539.81691,7065071792.14881,16630922266.046597
PL_new_SOAP_direct_raw,30000000000.0,0.1,3.4410805658271224,1261,1256,29446231013.800106,0.3459254269804177,0.20884168791656282,0.5102945526750229,10215556766.93295,6107974740.169219,15206382575.451488
PL_new_SOAP_direct_raw,30000000000.0,0.1,3.885188622409834,1261,1254,29446231013.800106,0.3057653915807328,0.18087858731593032,0.45471180161259406,8984987114.079405,5197957621.906829,13660931062.754131
PL_new_SOAP_direct_raw,30000000000.0,0.1,4.373707484650818,1261,1251,29446231013.800106,0.262714258123641,0.1501566302124791,0.40855593727373907,7660404572.212234,4353278754.807235,12016979507.758976
PL_new_SOAP_direct_raw,30000000000.0,0.1,4.9110782331159015,1261,1255,29446231013.800106,0.22151239813418117,0.13086503790876483,0.35549415304343485,6525613798.157941,3793374906.366348,10541481186.255598
PL_new_SOAP_direct_raw,30000000000.0,0.1,5.502186056427491,1261,1256,29446231013.800106,0.18950312732650354,0.1066192646913118,0.3060891444844273,5600322136.543575,3166912947.50816,9167719352.41962
PL_new_SOAP_direct_raw,30000000000.0,0.1,6.152404662070242,1261,1249,29446231013.800106,0.16035626716758544,0.08534575390358068,0.26081008606435596,4778930392.135902,2539669746.453984,7923371221.254757
PL_new_SOAP_direct_raw,30000000000.0,0.1,6.867645128277267,1261,1252,29446231013.800106,0.1346218060853623,0.07038329758910648,0.22239095820441665,4010566116.4334183,2070229035.1707182,6577181519.2042465
PL_new_SOAP_direct_raw,30000000000.0,0.1,7.654409641104996,1261,1253,29446231013.800106,0.10901515593014997,0.05564988416789053,0.18553395143579138,3235032645.885336,1618220079.1176398,5555327212.064703
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.0,417,417,98642774181.72794,1.0,1.0,1.0,98642774181.72794,83645325515.75845,115843416142.32439
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.06315937806691885,417,404,98642774181.72794,0.9824461464221179,0.9597775439344595,1.003224040597586,95949561923.04294,81969986308.01773,112750517991.27438
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.16947531587361064,417,404,98642774181.72794,0.9515719575423398,0.8999904947438709,0.9984708460926269,92647080235.87091,77863609399.5468,109555470782.50084
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.2864228474609716,417,400,98642774181.72794,0.9178903561928926,0.8183956214418597,0.9825975469198255,89334253316.2681,74770262293.16252,105589135020.41002
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.4150651322070684,417,404,98642774181.72794,0.877961904779041,0.72050385008664,0.9550426523798665,84744357453.73718,68505906344.62328,101079103611.21062
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.5565716454277756,417,408,98642774181.72794,0.8357395583173153,0.6503284514133115,0.9221899290412473,80199898842.70453,62700443030.28033,97258739282.98515
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.7122288099705543,417,406,98642774181.72794,0.7847933437383949,0.6149076853938557,0.8775033236211641,75600759569.31683,57989204547.995766,93123748477.45044
PL_new_SOAP_direct_raw,100000000000.0,0.1,0.8834516909676096,417,413,98642774181.72794,0.7360814016251915,0.5634838698024747,0.837082123090729,69866407206.30302,53348642063.87115,88446300443.52814
PL_new_SOAP_direct_raw,100000000000.0,0.1,1.0717968600643704,417,414,98642774181.72794,0.688998647011136,0.4951682608267522,0.8049058765229197,65534838856.2923,46569587901.66482,85907857028.39206
PL_new_SOAP_direct_raw,100000000000.0,0.1,1.2789765460708074,417,415,98642774181.72794,0.6479051732413269,0.456717734781445,0.7695614386648477,60831278259.41614,43355708947.84539,80701967131.2069
PL_new_SOAP_direct_raw,100000000000.0,0.1,1.506874200677888,417,415,98642774181.72794,0.5836913432727113,0.40209082105587324,0.7181306830403232,55770899817.29457,40764809071.646935,72379864083.99312
PL_new_SOAP_direct_raw,100000000000.0,0.1,1.7575616207456761,417,417,98642774181.72794,0.522568729998556,0.3396983419592579,0.6628893685079221,50125225838.35528,34176110720.574944,66699835698.93687
PL_new_SOAP_direct_raw,100000000000.0,0.1,2.0333177828202462,417,416,98642774181.72794,0.4739848638918628,0.3119778456143367,0.6247490654317918,45782119665.59393,30443177344.247116,63371560390.337524
PL_new_SOAP_direct_raw,100000000000.0,0.1,2.3366495611022704,417,417,98642774181.72794,0.4237029334670527,0.2687092278917125,0.5878185032989046,40899122425.89062,27084624159.519226,56704834242.63989
PL_new_SOAP_direct_raw,100000000000.0,0.1,2.670314517212497,417,414,98642774181.72794,0.36434620289938435,0.2327228149601231,0.5440240550470782,35412190363.24629,22209913369.017326,52531087236.7186
PL_new_SOAP_direct_raw,100000000000.0,0.1,3.0373459689337468,417,414,98642774181.72794,0.32125907240463814,0.19344351047018393,0.4962055338079723,31415601581.129433,19037941805.25102,48197652517.44587
PL_new_SOAP_direct_raw,100000000000.0,0.1,3.4410805658271224,417,414,98642774181.72794,0.27466754962589907,0.16341194057964478,0.43121907146047594,26674550171.826805,15974569834.578032,43063879646.01864
