model,snapshot,redshift,theory_model,reference_model,log10_M200c_center_Msun,log10_c200c_median,theory_c200c,sim_over_theory,sim_over_theory_minus_1,ratio_low_16th,ratio_high_84th,n_halos_bin,source_file
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0625000000e+01,1.3652128420e+00,2.2130371591e+01,1.0476691019e+00,4.7669101851e-02,3.5285994818e-01,6.2624156264e-01,1138,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0875000000e+01,1.3327972766e+00,2.0098330835e+01,1.0706247670e+00,7.0624767038e-02,3.9863621065e-01,4.9939553707e-01,687,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1125000000e+01,1.2648825466e+00,1.8254606932e+01,1.0081149626e+00,8.1149626387e-03,3.5853272388e-01,3.8865913749e-01,437,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1375000000e+01,1.2226382122e+00,1.6572971337e+01,1.0074832465e+00,7.4832464745e-03,3.6529690997e-01,3.4644348520e-01,235,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1625000000e+01,1.1482895842e+00,1.4937755120e+01,9.4189881080e-01,-5.8101189204e-02,3.1949926537e-01,3.6045304815e-01,137,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.1875000000e+01,1.1384206785e+00,1.3369658222e+01,1.0287275562e+00,2.8727556170e-02,3.0077457135e-01,3.9725878220e-01,84,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2125000000e+01,1.0398281653e+00,1.1901729317e+01,9.2091192444e-01,-7.9088075562e-02,2.6441790708e-01,3.5381361876e-01,47,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2375000000e+01,9.6625053649e-01,1.0544292878e+01,8.7747161419e-01,-1.2252838581e-01,2.2736539528e-01,4.6863322599e-01,26,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2625000000e+01,9.8141102795e-01,9.3002146619e+00,1.0301917204e+00,3.0191720412e-02,2.1767124388e-01,1.2785020170e-01,15,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.2875000000e+01,9.7106997951e-01,8.1688997114e+00,1.1452661249e+00,1.4526612492e-01,4.9127894637e-01,2.8156061764e-01,9,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.3125000000e+01,7.6525012267e-01,7.1788245995e+00,8.1132859039e-01,-1.8867140961e-01,8.3037350597e-02,2.7253688573e-01,13,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.3375000000e+01,7.4409500690e-01,6.3615306172e+00,8.7203393389e-01,-1.2796606611e-01,8.0011340821e-02,3.3258119555e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.3750000000e+00,1.7532020900e+00,4.4670639467e+01,1.2681771403e+00,2.6817714032e-01,6.2171721175e-01,1.6932709846e+00,98169,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.6250000000e+00,1.7413384593e+00,4.1047146532e+01,1.3429365303e+00,3.4293653027e-01,6.3584534746e-01,1.7333619212e+00,69338,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,8.8750000000e+00,1.7224090737e+00,3.7661534139e+01,1.4012352908e+00,4.0123529085e-01,6.3525464794e-01,1.6599594351e+00,42209,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.1250000000e+00,1.6821880953e+00,3.4490335687e+01,1.3947317070e+00,3.9473170705e-01,5.9605183310e-01,1.5046962617e+00,25842,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.3750000000e+00,1.6350784788e+00,3.1519136887e+01,1.3693175124e+00,3.6931751239e-01,5.6228831637e-01,1.3330004782e+00,15427,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.6250000000e+00,1.5843139191e+00,2.8794742375e+01,1.3335236486e+00,3.3352364858e-01,5.2787411290e-01,1.2343696034e+00,9332,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,9.8750000000e+00,1.5472625055e+00,2.6302227567e+01,1.3405097421e+00,3.4050974208e-01,5.0253322127e-01,1.0721383247e+00,5696,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0125000000e+01,1.4888393762e+00,2.4010183918e+01,1.2836419140e+00,2.8364191404e-01,4.7946056572e-01,9.5960628125e-01,3283,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0375000000e+01,1.4397651866e+00,2.1899838901e+01,1.2569681302e+00,2.5696813019e-01,4.5409910627e-01,7.0703659628e-01,1950,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0625000000e+01,1.3652128420e+00,1.9883661445e+01,1.1660481442e+00,1.6604814423e-01,3.9273057402e-01,6.9700233658e-01,1138,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.0875000000e+01,1.3327972766e+00,1.7813697678e+01,1.2079339819e+00,2.0793398190e-01,4.4976189612e-01,5.6344375565e-01,687,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1125000000e+01,1.2648825466e+00,1.5783241521e+01,1.1659672293e+00,1.6596722931e-01,4.1467235600e-01,4.4951601205e-01,437,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1375000000e+01,1.2226382122e+00,1.3866649804e+01,1.2041113897e+00,2.0411138972e-01,4.3659105147e-01,4.1405804799e-01,235,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1625000000e+01,1.1482895842e+00,1.2109798773e+01,1.1618569431e+00,1.6185694307e-01,3.9411074259e-01,4.4462831022e-01,137,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.1875000000e+01,1.1384206785e+00,1.0570184798e+01,1.3011821545e+00,3.0118215453e-01,3.8043357781e-01,5.0247126659e-01,84,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2125000000e+01,1.0398281653e+00,9.3420110944e+00,1.1732424998e+00,1.7324249984e-01,3.3686861693e-01,4.5075882235e-01,47,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2375000000e+01,9.6625053649e-01,8.3494918665e+00,1.1081294335e+00,1.0812943348e-01,2.8713212210e-01,5.9182116302e-01,26,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2625000000e+01,9.8141102795e-01,7.5294775898e+00,1.2724659883e+00,2.7246598830e-01,2.6886185259e-01,1.5791724010e-01,15,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.2875000000e+01,9.7106997951e-01,6.8389043700e+00,1.3679916564e+00,3.6799165644e-01,5.8682037737e-01,3.3631709463e-01,9,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.3125000000e+01,7.6525012267e-01,6.2481986765e+00,9.3217036533e-01,-6.7829634667e-02,9.5405188920e-02,3.1312936749e-01,13,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ishiyama21_fit,Ishiyama21Fit,1.3375000000e+01,7.4409500690e-01,5.7368143224e+00,9.6699496584e-01,-3.3005034164e-02,8.8724258056e-02,3.6879796684e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,8.3750000000e+00,1.7532020900e+00,4.7496930234e+01,1.1927146352e+00,1.9271463516e-01,5.8472211319e-01,1.5925133961e+00,98169,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,8.6250000000e+00,1.7413384593e+00,4.3810355725e+01,1.2582347627e+00,2.5823476274e-01,5.9574127434e-01,1.6240352217e+00,69338,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,8.8750000000e+00,1.7224090737e+00,4.0359280141e+01,1.3075721509e+00,3.0757215090e-01,5.9279215404e-01,1.5490023289e+00,42209,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,9.1250000000e+00,1.6821880953e+00,3.7138732662e+01,1.2952721141e+00,2.9527211408e-01,5.5354683202e-01,1.3973949958e+00,25842,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,9.3750000000e+00,1.6350784788e+00,3.4136636223e+01,1.2643221738e+00,2.6432217377e-01,5.1917366134e-01,1.2307898256e+00,15427,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,9.6250000000e+00,1.5843139191e+00,3.1329273776e+01,1.2256418769e+00,2.2564187687e-01,4.8516921254e-01,1.1345093723e+00,9332,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,9.8750000000e+00,1.5472625055e+00,2.8711358975e+01,1.2280293776e+00,2.2802937758e-01,4.6036633645e-01,9.8217664384e-01,5696,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0125000000e+01,1.4888393762e+00,2.6270650855e+01,1.1731905163e+00,1.7319051634e-01,4.3820522103e-01,8.7703663791e-01,3283,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0375000000e+01,1.4397651866e+00,2.3986296305e+01,1.1476302637e+00,1.4763026371e-01,4.1459911717e-01,6.4553474026e-01,1950,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0625000000e+01,1.3652128420e+00,2.1848174167e+01,1.0612011032e+00,6.1201103217e-02,3.5741759076e-01,6.3433028232e-01,1138,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.0875000000e+01,1.3327972766e+00,1.9847608719e+01,1.0841492833e+00,8.4149283290e-02,4.0367192631e-01,5.0570408070e-01,687,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1125000000e+01,1.2648825466e+00,1.7979900481e+01,1.0235174775e+00,2.3517477469e-02,3.6401057690e-01,3.9459727784e-01,437,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1375000000e+01,1.2226382122e+00,1.6238708516e+01,1.0282216070e+00,2.8221607033e-02,3.7281629955e-01,3.5357478980e-01,235,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1625000000e+01,1.1482895842e+00,1.4615656886e+01,9.6265627288e-01,-3.7343727117e-02,3.2654035493e-01,3.6839667266e-01,137,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.1875000000e+01,1.1384206785e+00,1.3118905542e+01,1.0483904915e+00,4.8390491493e-02,3.0652352880e-01,4.0485192354e-01,84,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2125000000e+01,1.0398281653e+00,1.1750965749e+01,9.3272712079e-01,-6.7272879210e-02,2.6781035907e-01,3.5835300767e-01,47,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2375000000e+01,9.6625053649e-01,1.0514828566e+01,8.7993043665e-01,-1.2006956335e-01,2.2800251121e-01,4.6994641480e-01,26,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2625000000e+01,9.8141102795e-01,9.4101041418e+00,1.0181613294e+00,1.8161329395e-02,2.1512931880e-01,1.2635719037e-01,15,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.2875000000e+01,9.7106997951e-01,8.4345304296e+00,1.1091979803e+00,1.0919798032e-01,4.7580697903e-01,2.7269336063e-01,9,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.3125000000e+01,7.6525012267e-01,7.5815553229e+00,7.6823097569e-01,-2.3176902431e-01,7.8626422911e-02,2.5805978011e-01,13,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP1,0056,0.0000000000e+00,ludlow16,Ludlow16,1.3375000000e+01,7.4409500690e-01,6.8407795477e+00,8.1094128688e-01,-1.8905871312e-01,7.4405934412e-02,3.0928133898e-01,3,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_1_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.3750000000e+00,1.3754818968e+00,2.9195299609e+01,8.1314680584e-01,-1.8685319416e-01,3.5621188008e-01,8.1054128786e-01,102876,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.6250000000e+00,1.3570744212e+00,2.6608968393e+01,8.5515804066e-01,-1.4484195934e-01,3.4693246255e-01,7.9138831509e-01,69083,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,8.8750000000e+00,1.3319405090e+00,2.4209160071e+01,8.8707591322e-01,-1.1292408678e-01,3.4303832195e-01,7.3368442806e-01,39215,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.1250000000e+00,1.3020406908e+00,2.2053534873e+01,9.0899706319e-01,-9.1002936815e-02,3.3700906349e-01,6.8962298267e-01,22319,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.3750000000e+00,1.2654380038e+00,2.0133533912e+01,9.1520417633e-01,-8.4795823667e-02,3.3080889652e-01,6.1629452531e-01,12256,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.6250000000e+00,1.2296381840e+00,1.8417178414e+01,9.2132973690e-01,-7.8670263098e-02,3.1427897251e-01,5.8325260662e-01,6993,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,9.8750000000e+00,1.1845341293e+00,1.6877432583e+01,9.0620769875e-01,-9.3792301252e-02,3.0743787143e-01,5.3775994836e-01,3907,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0125000000e+01,1.1518932338e+00,1.5486324923e+01,9.1610418415e-01,-8.3895815846e-02,2.9906279559e-01,4.6007171341e-01,2241,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
BTKP10,0056,0.0000000000e+00,diemer19,DiemerJoyce19,1.0375000000e+01,1.1109543155e+00,1.4217137881e+01,9.0811769922e-01,-9.1882300775e-02,3.0248055733e-01,4.4332302524e-01,1282,/project/tkcastrosim/HNHuang/project_big_sim/data/bluetilted/kp_10_ms_1.5_25_1024/SOAP_full_000_056/simulation_test/SOAP_uncompressed/HBTplus/halo_properties_0056.hdf5
